Argument values: path=C:\Users\alex3\Projects\AI sem 1\sem-1\BIA\Evolutionary Design\Framsticks55, lib=None, sim=eval-allcriteria.sim;deterministic.sim;sample-period-2.sim;only-body.sim;uneven-ground.sim, genformat=9, initialgenotype=None, opt=vertpos, popsize=100, generations=300, tournament=10, pmut=0.9, pxov=0.2, hof_size=1, hof_savefile=C:\Users\alex3\Projects\AI sem 1\sem-1\BIA\Evolutionary Design\runs\2026-09-07_213255\gens\HoF-f9-5.gen, save_stats=C:\Users\alex3\Projects\AI sem 1\sem-1\BIA\Evolutionary Design\stats, max_numparts=30, max_numjoints=None, max_numneurons=None, max_numconnections=None, max_numgenochars=None
Using Framsticks version: 5.5
Home (writable) dir     : C:\Users\alex3\Projects\AI sem 1\sem-1\BIA\Evolutionary Design\Framsticks55\data
Resources dir           : C:\Users\alex3\Projects\AI sem 1\sem-1\BIA\Evolutionary Design\Framsticks55\data

Available objects: ['CheckpointEvent', 'Collision', 'CrCollision', 'Creature', 'CreatureSettings', 'CreatureSignals', 'CreatureSnapshot', 'Dictionary', 'ExpProperties', 'ExpState', 'ExtValue', 'File', 'FunctionReference', 'GenMan', 'GenManStats', 'GenePool', 'GenePools', 'Geno', 'GenoConverters', 'Genotype', 'Interface', 'Joint', 'Loader', 'Math', 'MechJoint', 'MechPart', 'MessageCatcher', 'Model', 'ModelGeometry', 'ModelSymmetry', 'Neuro', 'NeuroClass', 'NeuroClassLibrary', 'NeuroDef', 'NeuroSignals', 'NeuronsSimEnabled', 'ODE', 'Orient', 'Part', 'Population', 'Populations', 'Ref', 'Signal', 'SignalView', 'SimilMeasure', 'SimilMeasureDistribution', 'SimilMeasureGreedy', 'SimilMeasureHungarian', 'Simulator', 'SlaveSimulators', 'StopEvent', 'String', 'UserScripts', 'Vector', 'WireframeAppearance', 'World', 'WorldMap', 'WorldSignals', 'XYZ', '__builtins__', '__cached__', '__doc__', '__file__', '__loader__', '__name__', '__package__', '__spec__', 'c_api', 'ctypes', 'home_dir', 'init', 'os', 're', 'res_dir', 'sim_params', 'stats', 'sys']

Basic tests OK. Using settings: ['eval-allcriteria.sim', 'deterministic.sim', 'sample-period-2.sim', 'only-body.sim', 'uneven-ground.sim']

Simulator.load: Loading from 'eval-allcriteria.sim'
Loader.load: Comments read from file follow:
Loader.load:  Sample settings for evaluating many criteria of performance of a Framsticks creature.
Loader.load:  See the "evalcount" parameter if you want to speed the evaluation up or have a more stable result.
Loader.load:  Other important parameters are "Energy0" and "perfperiod".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded genepool settings, 2 population settings, simulator settings from 'eval-allcriteria.sim'
Simulator.load: Loading from 'deterministic.sim'
Loader.load: Comments read from file follow:
Loader.load:  Parameter values that make the evaluation of a Framsticks creature deterministic.
Loader.load:  The values turn off random noise, so evaluation of the same genotype will always yield the same performance.
Loader.load:  The advantage is that you do not need to evaluate a genotype many times, and performance values are reliable.
Loader.load:  The disadvantage is that evolved creatures are "overfitting", i.e. rely entirely on the specific environment,
Loader.load:  and their behavior may be different in any other environment or (even slightly) changed conditions or parameter values,
Loader.load:  so each creature evolved using these settings must be later inspected using exactly the same setup.
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded simulator settings from 'deterministic.sim'
Simulator.load: Loading from 'sample-period-2.sim'
Loader.load: Comments read from file follow:
Loader.load:  Very low "performance sampling period" in the first population to sample performance very often during lifespan
Loader.load:  and avoid overlooking some behavior. Averaged performance of sampled values is returned as the final value.
Loader.load:  See http://www.framsticks.com/a/al_params.html#exper-perfcalc
Loader.load: 
Loader.load:  Before loading this file, load base settings, e.g. "eval-allcriteria.sim".
Loader.load:  Put this file in the "data" subdirectory within the Framsticks distribution.
Simulator.load: Loaded population settings from 'sample-period-2.sim'
Simulator.load: Loading from 'only-body.sim'
Loader.load: Comments read from file follow:
Loader.load:  Turns off mutations in f0, f1, f4, fH related to brain (disables adding and modifying neurons)
Simulator.load: Loaded simulator settings from 'only-body.sim'
Simulator.load: Loading from 'uneven-ground.sim'
Loader.load: Comments read from file follow:
Loader.load:  Produces a microscopically uneven underlying heightfield, where the resting height ("vertpos") is sensitive to the shape of structures,
Loader.load:  because individual Parts settle at different elevations depending on the (world-centered) geometry of the structure.
Simulator.load: Loaded simulator settings from 'uneven-ground.sim'
gen	nevals	avg        	stddev     	min        	max        
0  	100   	-0.00966667	3.46945e-18	-0.00966667	-0.00966667
1  	98    	-0.00953333	0.000163299	-0.00966667	-0.00933333
2  	94    	0.00185778 	0.0451248  	-0.00966667	0.20898    
3  	92    	0.0452651  	0.100336   	-0.00966667	0.44613    
4  	91    	0.142794   	0.134083   	-0.00933333	0.453761   
5  	94    	0.167433   	0.133161   	-0.00933333	0.455006   
6  	92    	0.195388   	0.135422   	-0.009     	0.455006   
7  	93    	0.223389   	0.160179   	-0.00933333	0.753528   
8  	88    	0.255783   	0.1817     	-0.009     	0.758917   
9  	96    	0.280074   	0.195836   	-0.009     	0.758921   
10 	91    	0.298029   	0.22132    	-0.00866667	0.758921   
11 	92    	0.33805    	0.247714   	-0.00866667	0.758917   
12 	93    	0.385433   	0.244242   	-0.00866667	0.758921   
13 	94    	0.358063   	0.244898   	-0.009     	0.758921   
14 	94    	0.343874   	0.254854   	-0.00866667	0.758917   
15 	95    	0.37599    	0.272143   	-0.009     	0.758929   
16 	86    	0.347571   	0.263057   	-0.00866667	0.758929   
17 	92    	0.350739   	0.240106   	-0.00866667	0.758929   
18 	93    	0.350239   	0.251791   	-0.009     	0.758921   
19 	88    	0.387429   	0.241525   	-0.00866667	0.758921   
20 	91    	0.401685   	0.237949   	-0.00866667	0.758929   
21 	93    	0.350238   	0.239639   	-0.00866667	0.758921   
22 	87    	0.411248   	0.265796   	-0.00866667	0.758921   
23 	95    	0.391483   	0.250684   	-0.00866667	0.758921   
24 	93    	0.420038   	0.254038   	-0.00866667	0.758921   
25 	96    	0.394516   	0.251976   	-0.00866667	0.758921   
26 	94    	0.43786    	0.24301    	-0.00866667	0.758921   
27 	95    	0.402416   	0.251285   	-0.00866667	0.758921   
28 	91    	0.364763   	0.252174   	-0.00866667	0.758921   
29 	90    	0.364567   	0.239326   	-0.00866667	0.758921   
30 	87    	0.420495   	0.264902   	-0.00866667	0.758979   
31 	92    	0.413062   	0.247293   	-0.00866667	0.758921   
32 	93    	0.42542    	0.240264   	-0.00866667	0.758921   
33 	96    	0.406687   	0.245748   	-0.00866667	0.758979   
34 	94    	0.39094    	0.255395   	-0.00866667	0.758979   
35 	94    	0.401295   	0.263971   	-0.00866667	0.758979   
36 	90    	0.390549   	0.242132   	-0.00866667	0.758979   
37 	92    	0.361487   	0.256459   	-0.00866667	0.758921   
38 	91    	0.439213   	0.258114   	-0.00866667	0.758979   
39 	95    	0.444796   	0.242292   	-0.00866667	0.758979   
40 	94    	0.364668   	0.25605    	-0.00866667	0.758979   
41 	91    	0.434779   	0.248226   	-0.00866667	0.758979   
42 	91    	0.442352   	0.242532   	-0.00866667	0.758979   
43 	95    	0.43138    	0.221947   	-0.00866667	0.758979   
44 	92    	0.452101   	0.211452   	-0.00866667	0.758979   
45 	93    	0.4405     	0.236189   	-0.00866667	0.758979   
46 	88    	0.481298   	0.230175   	-0.00866667	0.758979   
47 	89    	0.437465   	0.234534   	-0.00866667	0.758979   
48 	89    	0.436224   	0.249545   	-0.00866667	0.758979   
49 	88    	0.45218    	0.222592   	-0.00833333	0.758979   
50 	85    	0.469211   	0.224792   	-0.00866667	0.758979   
51 	93    	0.412648   	0.246898   	-0.00866667	0.758979   
52 	97    	0.393121   	0.22198    	-0.00866667	0.758979   
53 	89    	0.413042   	0.245383   	-0.00866667	0.758979   
54 	93    	0.411899   	0.240661   	-0.00833333	0.758979   
55 	93    	0.393961   	0.238776   	-0.00866667	0.758979   
56 	96    	0.397557   	0.228168   	-0.00866667	0.758979   
57 	95    	0.421745   	0.251068   	-0.00866667	0.758979   
58 	91    	0.454208   	0.226959   	-0.00866667	0.794212   
59 	95    	0.413492   	0.221862   	-0.00866667	0.794177   
60 	91    	0.44156    	0.220345   	-0.00866667	0.794406   
61 	91    	0.418447   	0.259069   	-0.00866667	0.79492    
62 	96    	0.449844   	0.224167   	-0.00866667	0.758979   
63 	90    	0.437801   	0.246231   	-0.00866667	0.758979   
64 	88    	0.443924   	0.244589   	-0.00866667	0.758979   
65 	88    	0.453616   	0.240141   	-0.009     	0.758979   
66 	94    	0.424961   	0.259751   	-0.00866667	0.794212   
67 	92    	0.427771   	0.258155   	-0.009     	0.793684   
68 	89    	0.445402   	0.263928   	-0.009     	0.793898   
69 	89    	0.464701   	0.246073   	-0.00866667	0.794212   
70 	91    	0.441966   	0.266158   	-0.00866667	0.794212   
71 	96    	0.435159   	0.24604    	-0.00866667	0.793898   
72 	91    	0.419089   	0.220352   	-0.00866667	0.793898   
73 	92    	0.432553   	0.235653   	-0.00833333	0.794339   
74 	89    	0.447174   	0.248423   	-0.00833333	0.794339   
75 	91    	0.378172   	0.262696   	-0.00866667	0.794339   
76 	95    	0.422166   	0.25643    	-0.00866667	0.794339   
77 	89    	0.428317   	0.26011    	-0.00866667	0.794339   
78 	94    	0.446965   	0.262597   	-0.00866667	0.794339   
79 	96    	0.39837    	0.256581   	-0.00866667	0.794339   
80 	91    	0.452193   	0.253183   	-0.00866667	0.794339   
81 	94    	0.416869   	0.268853   	-0.00866667	0.794339   
82 	93    	0.413269   	0.265426   	-0.00866667	0.794339   
83 	98    	0.376833   	0.24106    	-0.00866667	0.794339   
84 	95    	0.4246     	0.250284   	-0.00833333	0.794339   
85 	91    	0.454646   	0.252159   	-0.00866667	0.794339   
86 	89    	0.485352   	0.246448   	-0.00866667	0.794339   
87 	96    	0.442214   	0.247138   	-0.00833333	0.794339   
88 	92    	0.40426    	0.260112   	-0.00866667	0.794339   
89 	97    	0.375663   	0.25592    	-0.00866667	0.866504   
90 	94    	0.41566    	0.238151   	-0.00833333	0.866504   
91 	91    	0.437699   	0.249676   	-0.009     	0.866504   
92 	95    	0.394236   	0.245176   	-0.00866667	0.866504   
93 	92    	0.428928   	0.249271   	-0.00866667	0.794339   
94 	95    	0.395778   	0.248341   	-0.00866667	0.866504   
95 	93    	0.402876   	0.250694   	-0.00866667	0.794339   
96 	93    	0.424367   	0.250011   	-0.00866667	0.794339   
97 	90    	0.438771   	0.272691   	-0.008     	0.794339   
98 	88    	0.443795   	0.263045   	-0.00866667	0.794339   
99 	97    	0.377311   	0.268908   	-0.00866667	0.794339   
100	92    	0.40425    	0.257741   	-0.00866667	0.794339   
101	91    	0.463608   	0.249034   	-0.00866667	0.866504   
102	97    	0.42059    	0.262109   	-0.00866667	0.866504   
103	94    	0.450873   	0.262734   	-0.00866667	0.866504   
104	93    	0.372295   	0.269539   	-0.00833333	0.866504   
105	90    	0.380996   	0.276246   	-0.00866667	0.866504   
106	86    	0.410317   	0.280784   	-0.008     	0.866504   
107	96    	0.352082   	0.269362   	-0.00833333	0.866504   
108	91    	0.380159   	0.272947   	-0.00833333	0.866504   
109	93    	0.332815   	0.278426   	0.0370069  	0.866504   
110	93    	0.368706   	0.263545   	0.0423418  	0.866504   
111	94    	0.374542   	0.26988    	-0.00833333	0.866504   
112	95    	0.3774     	0.26412    	0.0367405  	0.866504   
113	91    	0.42007    	0.269      	0.0422583  	0.866504   
114	91    	0.408802   	0.286633   	-0.00866667	0.866504   
115	93    	0.335436   	0.275103   	-0.00766667	0.866504   
116	88    	0.41263    	0.286293   	0.042392   	0.866504   
117	96    	0.336607   	0.268328   	-0.008     	0.866504   
118	90    	0.453808   	0.285949   	-0.00866667	0.866504   
119	92    	0.320739   	0.249239   	0.0369817  	0.866504   
120	95    	0.391295   	0.241463   	-0.008     	0.866504   
121	94    	0.400626   	0.265293   	-0.00866667	0.866504   
122	91    	0.401557   	0.27654    	-0.00866667	0.866504   
123	94    	0.435174   	0.282109   	-0.00866667	0.867293   
124	89    	0.377133   	0.296959   	-0.00866667	0.867293   
125	90    	0.342051   	0.27464    	-0.00866667	0.867293   
126	91    	0.392771   	0.279846   	0.0369464  	0.867293   
127	89    	0.416241   	0.289857   	-0.00766667	0.867293   
128	93    	0.36027    	0.273752   	-0.00733333	0.867293   
129	94    	0.347364   	0.256264   	-0.00766667	0.867293   
130	89    	0.405693   	0.288252   	0.0327517  	0.867293   
131	91    	0.3733     	0.283532   	0.0367293  	0.866504   
132	90    	0.349853   	0.282559   	-0.00766667	0.866504   
133	93    	0.330487   	0.259283   	-0.008     	0.866504   
134	96    	0.321421   	0.260944   	-0.00833333	0.866504   
135	94    	0.366758   	0.265817   	0.0420705  	0.866504   
136	94    	0.365294   	0.266503   	-0.00866667	0.866504   
137	90    	0.380019   	0.271526   	-0.00766667	0.866504   
138	90    	0.382952   	0.262871   	-0.00833333	0.866504   
139	92    	0.399975   	0.247008   	0.0421276  	0.866504   
140	90    	0.410417   	0.266632   	-0.008     	0.866504   
141	91    	0.419257   	0.28323    	0.0422612  	0.866504   
142	94    	0.363734   	0.293598   	-0.008     	0.866504   
143	92    	0.404621   	0.298329   	0.0422795  	0.866504   
144	95    	0.335609   	0.279628   	-0.008     	0.866504   
145	92    	0.408739   	0.274897   	0.0369885  	0.866504   
146	93    	0.385314   	0.300165   	0.0369322  	0.866504   
147	91    	0.39526    	0.305551   	0.0422237  	0.866504   
148	91    	0.360296   	0.286619   	-0.00866667	0.866504   
149	95    	0.397761   	0.276479   	0.0370192  	0.866504   
150	95    	0.387057   	0.281762   	-0.00833333	0.866504   
151	90    	0.32231    	0.264286   	-0.008     	0.866504   
152	91    	0.361259   	0.267605   	0.0422237  	0.866504   
153	98    	0.38821    	0.261457   	-0.00833333	0.866504   
154	85    	0.440499   	0.285196   	-0.00866667	0.868118   
155	97    	0.348657   	0.256238   	-0.00833333	0.868118   
156	90    	0.391683   	0.255251   	-0.00866667	0.868118   
157	90    	0.394546   	0.263382   	-0.008     	0.868118   
158	93    	0.379757   	0.258883   	-0.00866667	0.868118   
159	92    	0.383544   	0.253711   	-0.00833333	0.868118   
160	89    	0.420455   	0.279045   	-0.00866667	0.868118   
161	88    	0.373141   	0.267191   	-0.00833333	0.868118   
162	93    	0.3717     	0.275011   	0.0422612  	0.868118   
163	88    	0.372905   	0.284068   	-0.00866667	0.868118   
164	91    	0.386389   	0.272315   	0.0370367  	0.868118   
165	91    	0.321967   	0.272888   	-0.00833333	0.868118   
166	91    	0.399213   	0.268879   	0.0422583  	0.868118   
167	96    	0.376014   	0.269109   	0.0422246  	0.868118   
168	90    	0.389601   	0.265098   	0.0424302  	0.868118   
169	94    	0.388188   	0.268495   	-0.008     	0.868118   
170	90    	0.405182   	0.291862   	-0.00866667	0.868118   
171	96    	0.345818   	0.269434   	-0.00866667	0.868118   
